InvoiceID,ClientID,ClientName,Industry,ServiceType,Consultant,HoursWorked,HourlyRate,InvoiceAmount,InvoiceDate,DueDate,PaymentStatus,City,RevenuePerHour,PaymentDelay
201466,6799,Client_154,Retail,Consulting,Consultant_5,19,450,8550,2026-03-22T00:00:00Z,2026-04-27T00:00:00Z,Paid,Johannesburg,450,36
201467,7987,Client_335,Retail,Bookkeeping,Consultant_5,8,350,2800,2026-03-01T00:00:00Z,2026-06-13T00:00:00Z,Paid,Cape Town,350,104
201468,6034,Client_746,Retail,Data Analysis,Consultant_26,5,500,2500,2026-02-28T00:00:00Z,2026-04-18T00:00:00Z,Paid,Pretoria,500,49
201469,5938,Client_36,Healthcare,Bookkeeping,Consultant_17,6,500,3000,2026-02-12T00:00:00Z,2026-05-29T00:00:00Z,Paid,Cape Town,500,106
201470,8569,Client_333,Manufacturing,Consulting,Consultant_4,17,600,10200,2026-01-17T00:00:00Z,2026-05-09T00:00:00Z,Paid,Cape Town,600,112
201471,6031,Client_380,Retail,Advisory,Consultant_27,16,600,9600,2026-01-20T00:00:00Z,2026-06-06T00:00:00Z,Unpaid,Johannesburg,600,137
201472,6866,Client_667,Retail,Advisory,Consultant_12,5,350,1750,2026-02-08T00:00:00Z,2026-04-10T00:00:00Z,Paid,Pretoria,350,61
201473,5600,Client_183,Healthcare,Consulting,Consultant_13,11,600,6600,2026-01-11T00:00:00Z,2026-04-18T00:00:00Z,Unpaid,Cape Town,600,97
201474,6111,Client_416,Retail,Advisory,Consultant_25,19,350,6650,2026-01-25T00:00:00Z,2026-06-27T00:00:00Z,Unpaid,Durban,350,153
201475,7655,Client_143,Finance,Bookkeeping,Consultant_27,14,600,8400,2026-03-15T00:00:00Z,2026-04-23T00:00:00Z,Paid,Cape Town,600,39
201476,7755,Client_675,Finance,Data Analysis,Consultant_3,11,500,5500,2026-02-12T00:00:00Z,2026-05-19T00:00:00Z,Paid,Cape Town,500,96
201477,6518,Client_376,Manufacturing,Consulting,Consultant_15,17,350,5950,2026-03-07T00:00:00Z,2026-06-05T00:00:00Z,Unpaid,Cape Town,350,90
201478,5566,Client_334,Retail,Bookkeeping,Consultant_19,12,450,5400,2026-02-20T00:00:00Z,2026-04-11T00:00:00Z,Paid,Durban,450,50
201479,6081,Client_210,Manufacturing,Bookkeeping,Consultant_11,8,600,4800,2026-01-25T00:00:00Z,2026-06-27T00:00:00Z,Paid,Durban,600,153
201480,6646,Client_746,Manufacturing,Bookkeeping,Consultant_29,9,500,4500,2026-03-19T00:00:00Z,2026-05-02T00:00:00Z,Unpaid,Pretoria,500,44
201481,8125,Client_753,Manufacturing,Consulting,Consultant_27,11,450,4950,2026-03-23T00:00:00Z,2026-06-18T00:00:00Z,Paid,Johannesburg,450,87
201482,5308,Client_311,Finance,Consulting,Consultant_13,7,450,3150,2026-02-06T00:00:00Z,2026-05-03T00:00:00Z,Paid,Johannesburg,450,86
201483,5428,Client_484,Manufacturing,Data Analysis,Consultant_15,11,600,6600,2026-02-08T00:00:00Z,2026-06-15T00:00:00Z,Paid,Pretoria,600,127
201484,7257,Client_56,Manufacturing,Advisory,Consultant_14,15,600,9000,2026-02-08T00:00:00Z,2026-06-06T00:00:00Z,Paid,Johannesburg,600,118
201485,7118,Client_626,Tech,Advisory,Consultant_12,19,500,9500,2026-03-01T00:00:00Z,2026-06-05T00:00:00Z,Paid,Cape Town,500,96
201486,6028,Client_506,Manufacturing,Data Analysis,Consultant_5,7,450,3150,2026-01-11T00:00:00Z,2026-06-21T00:00:00Z,Paid,Durban,450,161
201487,8820,Client_534,Healthcare,Advisory,Consultant_30,17,600,10200,2026-02-05T00:00:00Z,2026-05-10T00:00:00Z,Unpaid,Cape Town,600,94
201488,5371,Client_290,Retail,Consulting,Consultant_12,6,450,2700,2026-03-07T00:00:00Z,2026-04-09T00:00:00Z,Unpaid,Johannesburg,450,33
201489,6162,Client_279,Manufacturing,Bookkeeping,Consultant_30,9,600,5400,2026-02-28T00:00:00Z,2026-06-08T00:00:00Z,Paid,Pretoria,600,100
201490,5311,Client_59,Manufacturing,Bookkeeping,Consultant_8,14,350,4900,2026-01-13T00:00:00Z,2026-05-10T00:00:00Z,Paid,Durban,350,117
201491,7335,Client_165,Manufacturing,Bookkeeping,Consultant_7,19,450,8550,2026-03-01T00:00:00Z,2026-06-13T00:00:00Z,Unpaid,Cape Town,450,104
201492,6033,Client_181,Tech,Data Analysis,Consultant_25,15,350,5250,2026-02-01T00:00:00Z,2026-06-15T00:00:00Z,Unpaid,Pretoria,350,134
201493,8207,Client_681,Tech,Bookkeeping,Consultant_19,6,350,2100,2026-03-25T00:00:00Z,2026-04-19T00:00:00Z,Unpaid,Durban,350,25
201494,5205,Client_605,Tech,Bookkeeping,Consultant_8,13,600,7800,2026-03-05T00:00:00Z,2026-04-17T00:00:00Z,Unpaid,Cape Town,600,43
201495,5794,Client_255,Tech,Data Analysis,Consultant_9,10,500,5000,2026-01-18T00:00:00Z,2026-06-18T00:00:00Z,Unpaid,Cape Town,500,151
201496,7147,Client_751,Healthcare,Advisory,Consultant_2,16,450,7200,2026-01-29T00:00:00Z,2026-06-28T00:00:00Z,Paid,Durban,450,150
201497,6972,Client_161,Finance,Bookkeeping,Consultant_15,13,450,5850,2026-02-18T00:00:00Z,2026-05-19T00:00:00Z,Unpaid,Pretoria,450,90
201498,6063,Client_119,Retail,Bookkeeping,Consultant_26,19,500,9500,2026-03-01T00:00:00Z,2026-06-26T00:00:00Z,Paid,Cape Town,500,117
201499,8692,Client_347,Healthcare,Advisory,Consultant_16,14,350,4900,2026-03-24T00:00:00Z,2026-06-29T00:00:00Z,Paid,Cape Town,350,97
201500,8210,Client_166,Healthcare,Consulting,Consultant_6,15,350,5250,2026-02-28T00:00:00Z,2026-04-13T00:00:00Z,Unpaid,Durban,350,44
201501,5546,Client_580,Manufacturing,Data Analysis,Consultant_20,17,500,8500,2026-03-11T00:00:00Z,2026-05-28T00:00:00Z,Paid,Johannesburg,500,78
201502,7480,Client_706,Healthcare,Consulting,Consultant_23,14,600,8400,2026-02-27T00:00:00Z,2026-05-27T00:00:00Z,Paid,Pretoria,600,89
201503,7971,Client_665,Manufacturing,Consulting,Consultant_4,19,450,8550,2026-01-20T00:00:00Z,2026-04-24T00:00:00Z,Paid,Pretoria,450,94
201504,6232,Client_468,Tech,Advisory,Consultant_29,9,450,4050,2026-01-15T00:00:00Z,2026-04-09T00:00:00Z,Unpaid,Johannesburg,450,84
201505,8883,Client_462,Healthcare,Data Analysis,Consultant_5,6,600,3600,2026-03-13T00:00:00Z,2026-06-16T00:00:00Z,Paid,Durban,600,95
201506,8440,Client_156,Finance,Bookkeeping,Consultant_30,14,500,7000,2026-01-26T00:00:00Z,2026-06-14T00:00:00Z,Unpaid,Cape Town,500,139
201507,5608,Client_342,Tech,Consulting,Consultant_4,5,500,2500,2026-03-13T00:00:00Z,2026-05-12T00:00:00Z,Paid,Johannesburg,500,60
201508,5795,Client_550,Tech,Data Analysis,Consultant_21,10,450,4500,2026-01-26T00:00:00Z,2026-06-13T00:00:00Z,Paid,Cape Town,450,138
201509,7939,Client_240,Finance,Data Analysis,Consultant_4,5,600,3000,2026-03-31T00:00:00Z,2026-06-18T00:00:00Z,Paid,Johannesburg,600,79
201510,8891,Client_268,Manufacturing,Advisory,Consultant_23,13,500,6500,2026-01-08T00:00:00Z,2026-05-29T00:00:00Z,Unpaid,Johannesburg,500,141
201511,7434,Client_224,Tech,Bookkeeping,Consultant_3,18,350,6300,2026-01-01T00:00:00Z,2026-04-18T00:00:00Z,Paid,Durban,350,107
201512,6403,Client_501,Finance,Bookkeeping,Consultant_29,19,450,8550,2026-03-17T00:00:00Z,2026-05-16T00:00:00Z,Paid,Pretoria,450,60
201513,6383,Client_625,Healthcare,Bookkeeping,Consultant_1,7,350,2450,2026-02-11T00:00:00Z,2026-06-23T00:00:00Z,Unpaid,Cape Town,350,132
201514,8272,Client_170,Tech,Advisory,Consultant_21,17,450,7650,2026-03-29T00:00:00Z,2026-05-29T00:00:00Z,Paid,Durban,450,61
201515,6157,Client_78,Tech,Data Analysis,Consultant_9,5,450,2250,2026-03-10T00:00:00Z,2026-04-13T00:00:00Z,Paid,Pretoria,450,34
201516,7864,Client_716,Healthcare,Data Analysis,Consultant_23,10,600,6000,2026-01-15T00:00:00Z,2026-06-13T00:00:00Z,Unpaid,Durban,600,149
201517,6368,Client_626,Healthcare,Advisory,Consultant_14,20,600,12000,2026-01-11T00:00:00Z,2026-05-05T00:00:00Z,Paid,Durban,600,114
201518,8977,Client_94,Healthcare,Bookkeeping,Consultant_27,5,600,3000,2026-01-10T00:00:00Z,2026-06-17T00:00:00Z,Unpaid,Cape Town,600,158
201519,7219,Client_443,Retail,Data Analysis,Consultant_27,12,500,6000,2026-01-03T00:00:00Z,2026-06-06T00:00:00Z,Paid,Cape Town,500,154
201520,7379,Client_537,Finance,Data Analysis,Consultant_22,8,500,4000,2026-03-05T00:00:00Z,2026-06-29T00:00:00Z,Unpaid,Pretoria,500,116
201521,8871,Client_587,Healthcare,Bookkeeping,Consultant_7,12,350,4200,2026-03-24T00:00:00Z,2026-04-20T00:00:00Z,Unpaid,Johannesburg,350,27
201522,7909,Client_216,Finance,Bookkeeping,Consultant_11,9,500,4500,2026-02-21T00:00:00Z,2026-04-06T00:00:00Z,Unpaid,Pretoria,500,44
201523,7925,Client_784,Finance,Bookkeeping,Consultant_7,13,350,4550,2026-01-15T00:00:00Z,2026-06-25T00:00:00Z,Paid,Cape Town,350,161
201524,7246,Client_48,Finance,Data Analysis,Consultant_2,8,450,3600,2026-02-27T00:00:00Z,2026-06-14T00:00:00Z,Unpaid,Durban,450,107
201525,6783,Client_519,Finance,Bookkeeping,Consultant_14,6,500,3000,2026-02-14T00:00:00Z,2026-05-26T00:00:00Z,Unpaid,Cape Town,500,101
201526,7253,Client_410,Healthcare,Data Analysis,Consultant_21,20,500,10000,2026-03-12T00:00:00Z,2026-06-08T00:00:00Z,Unpaid,Cape Town,500,88
201527,8951,Client_50,Manufacturing,Consulting,Consultant_27,9,450,4050,2026-01-09T00:00:00Z,2026-05-08T00:00:00Z,Unpaid,Johannesburg,450,119
201528,7861,Client_630,Tech,Consulting,Consultant_8,19,600,11400,2026-03-14T00:00:00Z,2026-04-17T00:00:00Z,Unpaid,Cape Town,600,34
201529,6564,Client_469,Retail,Data Analysis,Consultant_3,15,350,5250,2026-01-01T00:00:00Z,2026-06-12T00:00:00Z,Paid,Johannesburg,350,162
201530,7043,Client_746,Healthcare,Bookkeeping,Consultant_30,5,450,2250,2026-02-15T00:00:00Z,2026-04-23T00:00:00Z,Unpaid,Cape Town,450,67
201531,5637,Client_323,Finance,Data Analysis,Consultant_9,8,350,2800,2026-02-24T00:00:00Z,2026-05-05T00:00:00Z,Paid,Durban,350,70
201532,8020,Client_256,Tech,Consulting,Consultant_6,13,600,7800,2026-01-25T00:00:00Z,2026-06-03T00:00:00Z,Unpaid,Cape Town,600,129
201533,8815,Client_795,Tech,Bookkeeping,Consultant_16,16,500,8000,2026-01-31T00:00:00Z,2026-05-31T00:00:00Z,Paid,Cape Town,500,120
201534,8780,Client_460,Healthcare,Advisory,Consultant_12,10,500,5000,2026-02-22T00:00:00Z,2026-06-21T00:00:00Z,Unpaid,Durban,500,119
201535,5374,Client_590,Finance,Data Analysis,Consultant_8,20,450,9000,2026-02-22T00:00:00Z,2026-04-20T00:00:00Z,Unpaid,Cape Town,450,57
201536,6613,Client_722,Tech,Bookkeeping,Consultant_9,8,350,2800,2026-03-02T00:00:00Z,2026-04-19T00:00:00Z,Paid,Cape Town,350,48
201537,5155,Client_798,Manufacturing,Data Analysis,Consultant_30,17,500,8500,2026-03-10T00:00:00Z,2026-06-24T00:00:00Z,Unpaid,Cape Town,500,106
201538,7357,Client_358,Healthcare,Bookkeeping,Consultant_9,13,600,7800,2026-02-18T00:00:00Z,2026-05-29T00:00:00Z,Paid,Pretoria,600,100
201539,7447,Client_596,Retail,Advisory,Consultant_22,8,500,4000,2026-01-19T00:00:00Z,2026-06-28T00:00:00Z,Paid,Durban,500,160
201540,5296,Client_667,Finance,Data Analysis,Consultant_21,10,600,6000,2026-02-07T00:00:00Z,2026-06-08T00:00:00Z,Unpaid,Johannesburg,600,121
201541,7588,Client_687,Healthcare,Data Analysis,Consultant_14,10,500,5000,2026-01-29T00:00:00Z,2026-06-17T00:00:00Z,Unpaid,Cape Town,500,139
201542,8209,Client_578,Healthcare,Advisory,Consultant_7,11,450,4950,2026-03-04T00:00:00Z,2026-06-11T00:00:00Z,Paid,Pretoria,450,99
201543,5599,Client_582,Retail,Advisory,Consultant_21,13,350,4550,2026-03-17T00:00:00Z,2026-04-27T00:00:00Z,Paid,Johannesburg,350,41
201544,8006,Client_487,Finance,Advisory,Consultant_22,6,450,2700,2026-01-03T00:00:00Z,2026-04-02T00:00:00Z,Unpaid,Cape Town,450,89
201545,8155,Client_324,Retail,Consulting,Consultant_7,8,350,2800,2026-02-03T00:00:00Z,2026-06-13T00:00:00Z,Unpaid,Durban,350,130
201546,7114,Client_346,Manufacturing,Data Analysis,Consultant_27,8,450,3600,2026-01-30T00:00:00Z,2026-05-30T00:00:00Z,Paid,Cape Town,450,120
201547,7858,Client_365,Tech,Consulting,Consultant_10,16,500,8000,2026-01-08T00:00:00Z,2026-04-30T00:00:00Z,Unpaid,Durban,500,112
201548,5246,Client_565,Finance,Bookkeeping,Consultant_23,13,450,5850,2026-02-21T00:00:00Z,2026-05-10T00:00:00Z,Unpaid,Durban,450,78
201549,7417,Client_360,Tech,Bookkeeping,Consultant_3,12,500,6000,2026-01-14T00:00:00Z,2026-05-24T00:00:00Z,Paid,Johannesburg,500,130
201550,8220,Client_155,Finance,Advisory,Consultant_12,20,350,7000,2026-01-15T00:00:00Z,2026-06-24T00:00:00Z,Unpaid,Durban,350,160
201551,6404,Client_356,Tech,Data Analysis,Consultant_7,16,600,9600,2026-03-31T00:00:00Z,2026-06-29T00:00:00Z,Unpaid,Cape Town,600,90
201552,5474,Client_28,Healthcare,Consulting,Consultant_10,12,350,4200,2026-03-27T00:00:00Z,2026-05-13T00:00:00Z,Paid,Durban,350,47
201553,7826,Client_19,Finance,Data Analysis,Consultant_23,16,500,8000,2026-03-16T00:00:00Z,2026-05-31T00:00:00Z,Paid,Durban,500,76
201554,5593,Client_175,Healthcare,Advisory,Consultant_16,17,450,7650,2026-03-25T00:00:00Z,2026-04-28T00:00:00Z,Paid,Cape Town,450,34
201555,6581,Client_223,Tech,Consulting,Consultant_8,10,500,5000,2026-02-24T00:00:00Z,2026-05-11T00:00:00Z,Unpaid,Cape Town,500,76
201556,6866,Client_378,Tech,Advisory,Consultant_4,15,600,9000,2026-02-28T00:00:00Z,2026-06-23T00:00:00Z,Paid,Pretoria,600,115
201557,5664,Client_720,Healthcare,Advisory,Consultant_3,9,500,4500,2026-03-07T00:00:00Z,2026-05-09T00:00:00Z,Unpaid,Cape Town,500,63
201558,8386,Client_571,Tech,Advisory,Consultant_18,8,350,2800,2026-01-02T00:00:00Z,2026-05-10T00:00:00Z,Paid,Durban,350,128
201559,7698,Client_390,Retail,Bookkeeping,Consultant_6,18,500,9000,2026-01-08T00:00:00Z,2026-06-18T00:00:00Z,Paid,Johannesburg,500,161
201560,7169,Client_253,Manufacturing,Consulting,Consultant_23,11,350,3850,2026-02-04T00:00:00Z,2026-05-14T00:00:00Z,Unpaid,Durban,350,99
201561,8726,Client_758,Manufacturing,Advisory,Consultant_1,19,350,6650,2026-03-31T00:00:00Z,2026-05-15T00:00:00Z,Paid,Johannesburg,350,45
201562,6918,Client_263,Tech,Bookkeeping,Consultant_22,10,600,6000,2026-01-14T00:00:00Z,2026-04-09T00:00:00Z,Unpaid,Cape Town,600,85
201563,7739,Client_229,Healthcare,Consulting,Consultant_23,6,500,3000,2026-03-03T00:00:00Z,2026-04-08T00:00:00Z,Unpaid,Cape Town,500,36
201564,8198,Client_92,Tech,Data Analysis,Consultant_2,5,450,2250,2026-03-25T00:00:00Z,2026-04-30T00:00:00Z,Paid,Pretoria,450,36
201565,7450,Client_485,Healthcare,Bookkeeping,Consultant_6,17,500,8500,2026-02-14T00:00:00Z,2026-06-19T00:00:00Z,Paid,Cape Town,500,125
201566,6385,Client_490,Finance,Consulting,Consultant_7,12,600,7200,2026-01-08T00:00:00Z,2026-05-11T00:00:00Z,Paid,Cape Town,600,123
201567,7163,Client_532,Manufacturing,Data Analysis,Consultant_21,16,500,8000,2026-02-22T00:00:00Z,2026-05-12T00:00:00Z,Unpaid,Cape Town,500,79
201568,7850,Client_144,Finance,Data Analysis,Consultant_8,12,350,4200,2026-01-28T00:00:00Z,2026-06-16T00:00:00Z,Unpaid,Durban,350,139
201569,6627,Client_180,Manufacturing,Bookkeeping,Consultant_15,16,500,8000,2026-03-11T00:00:00Z,2026-05-04T00:00:00Z,Unpaid,Johannesburg,500,54
201570,7377,Client_298,Tech,Data Analysis,Consultant_30,16,450,7200,2026-03-20T00:00:00Z,2026-04-30T00:00:00Z,Paid,Cape Town,450,41
201571,6352,Client_388,Manufacturing,Consulting,Consultant_21,17,350,5950,2026-03-09T00:00:00Z,2026-05-07T00:00:00Z,Unpaid,Cape Town,350,59
201572,7069,Client_576,Finance,Bookkeeping,Consultant_30,8,600,4800,2026-01-04T00:00:00Z,2026-05-02T00:00:00Z,Paid,Cape Town,600,118
201573,5036,Client_361,Healthcare,Bookkeeping,Consultant_15,15,600,9000,2026-02-04T00:00:00Z,2026-06-24T00:00:00Z,Unpaid,Johannesburg,600,140
201574,8625,Client_211,Finance,Bookkeeping,Consultant_14,15,350,5250,2026-03-15T00:00:00Z,2026-06-07T00:00:00Z,Unpaid,Johannesburg,350,84
201575,8790,Client_284,Manufacturing,Consulting,Consultant_9,16,450,7200,2026-02-02T00:00:00Z,2026-06-28T00:00:00Z,Paid,Cape Town,450,146
201576,7747,Client_719,Retail,Consulting,Consultant_13,10,500,5000,2026-01-27T00:00:00Z,2026-05-02T00:00:00Z,Paid,Durban,500,95
201577,5203,Client_729,Tech,Advisory,Consultant_28,18,350,6300,2026-01-07T00:00:00Z,2026-06-09T00:00:00Z,Unpaid,Durban,350,153
201578,7166,Client_61,Retail,Consulting,Consultant_29,19,450,8550,2026-01-12T00:00:00Z,2026-06-15T00:00:00Z,Unpaid,Cape Town,450,154
201579,8015,Client_162,Manufacturing,Consulting,Consultant_29,12,500,6000,2026-02-04T00:00:00Z,2026-05-03T00:00:00Z,Unpaid,Cape Town,500,88
201580,8983,Client_534,Retail,Consulting,Consultant_15,7,500,3500,2026-03-13T00:00:00Z,2026-05-11T00:00:00Z,Unpaid,Durban,500,59
201581,5809,Client_369,Healthcare,Data Analysis,Consultant_2,5,600,3000,2026-03-04T00:00:00Z,2026-06-17T00:00:00Z,Unpaid,Pretoria,600,105
201582,7015,Client_52,Manufacturing,Bookkeeping,Consultant_9,14,500,7000,2026-03-21T00:00:00Z,2026-04-25T00:00:00Z,Unpaid,Durban,500,35
201583,6814,Client_551,Retail,Data Analysis,Consultant_30,5,500,2500,2026-03-19T00:00:00Z,2026-06-16T00:00:00Z,Paid,Pretoria,500,89
201584,6954,Client_476,Retail,Advisory,Consultant_10,14,600,8400,2026-03-18T00:00:00Z,2026-06-14T00:00:00Z,Paid,Johannesburg,600,88
201585,5631,Client_278,Retail,Data Analysis,Consultant_12,18,450,8100,2026-01-01T00:00:00Z,2026-05-07T00:00:00Z,Unpaid,Durban,450,126
201586,6404,Client_159,Finance,Advisory,Consultant_20,18,600,10800,2026-02-01T00:00:00Z,2026-06-01T00:00:00Z,Unpaid,Durban,600,120
201587,6074,Client_764,Healthcare,Bookkeeping,Consultant_10,14,450,6300,2026-03-02T00:00:00Z,2026-05-01T00:00:00Z,Paid,Cape Town,450,60
201588,5118,Client_314,Finance,Consulting,Consultant_18,9,350,3150,2026-03-26T00:00:00Z,2026-06-14T00:00:00Z,Unpaid,Pretoria,350,80
201589,7701,Client_541,Manufacturing,Bookkeeping,Consultant_6,19,600,11400,2026-02-09T00:00:00Z,2026-05-17T00:00:00Z,Unpaid,Pretoria,600,97
201590,7672,Client_198,Manufacturing,Data Analysis,Consultant_9,5,500,2500,2026-03-08T00:00:00Z,2026-06-24T00:00:00Z,Paid,Durban,500,108
201591,6848,Client_629,Manufacturing,Bookkeeping,Consultant_13,14,500,7000,2026-01-28T00:00:00Z,2026-04-15T00:00:00Z,Unpaid,Johannesburg,500,77
201592,7821,Client_497,Manufacturing,Data Analysis,Consultant_13,13,450,5850,2026-01-05T00:00:00Z,2026-05-12T00:00:00Z,Unpaid,Pretoria,450,127
201593,7123,Client_97,Manufacturing,Bookkeeping,Consultant_3,8,600,4800,2026-03-18T00:00:00Z,2026-05-05T00:00:00Z,Unpaid,Pretoria,600,48
201594,7488,Client_739,Finance,Data Analysis,Consultant_4,15,600,9000,2026-03-06T00:00:00Z,2026-06-14T00:00:00Z,Unpaid,Cape Town,600,100
201595,6164,Client_595,Manufacturing,Data Analysis,Consultant_21,9,350,3150,2026-03-15T00:00:00Z,2026-05-31T00:00:00Z,Paid,Cape Town,350,77
201596,6168,Client_514,Tech,Data Analysis,Consultant_7,19,600,11400,2026-02-18T00:00:00Z,2026-04-11T00:00:00Z,Unpaid,Cape Town,600,52
201597,7031,Client_192,Tech,Bookkeeping,Consultant_9,15,600,9000,2026-01-31T00:00:00Z,2026-06-24T00:00:00Z,Unpaid,Johannesburg,600,144
201598,5919,Client_202,Finance,Advisory,Consultant_4,12,600,7200,2026-03-25T00:00:00Z,2026-04-06T00:00:00Z,Paid,Pretoria,600,12
201599,8046,Client_539,Healthcare,Consulting,Consultant_9,19,500,9500,2026-01-24T00:00:00Z,2026-06-28T00:00:00Z,Paid,Johannesburg,500,155
201600,6388,Client_640,Retail,Consulting,Consultant_30,18,600,10800,2026-02-03T00:00:00Z,2026-04-06T00:00:00Z,Paid,Cape Town,600,62
201601,6851,Client_600,Retail,Data Analysis,Consultant_19,8,500,4000,2026-01-18T00:00:00Z,2026-05-27T00:00:00Z,Unpaid,Pretoria,500,129
201602,5148,Client_480,Healthcare,Advisory,Consultant_16,10,500,5000,2026-02-09T00:00:00Z,2026-06-27T00:00:00Z,Paid,Cape Town,500,138
201603,6217,Client_719,Finance,Consulting,Consultant_22,19,500,9500,2026-03-12T00:00:00Z,2026-05-29T00:00:00Z,Paid,Cape Town,500,78
201604,6721,Client_485,Finance,Data Analysis,Consultant_21,7,500,3500,2026-02-24T00:00:00Z,2026-04-30T00:00:00Z,Unpaid,Durban,500,65
201605,8758,Client_506,Tech,Advisory,Consultant_16,11,450,4950,2026-02-06T00:00:00Z,2026-04-18T00:00:00Z,Unpaid,Pretoria,450,71
201606,8058,Client_722,Healthcare,Bookkeeping,Consultant_23,12,350,4200,2026-01-08T00:00:00Z,2026-06-18T00:00:00Z,Unpaid,Cape Town,350,161
201607,5385,Client_268,Healthcare,Bookkeeping,Consultant_28,5,500,2500,2026-03-20T00:00:00Z,2026-05-05T00:00:00Z,Unpaid,Pretoria,500,46
201608,6847,Client_92,Healthcare,Data Analysis,Consultant_9,18,350,6300,2026-01-22T00:00:00Z,2026-05-10T00:00:00Z,Paid,Durban,350,108
201609,6077,Client_669,Healthcare,Consulting,Consultant_11,7,500,3500,2026-01-18T00:00:00Z,2026-05-15T00:00:00Z,Unpaid,Johannesburg,500,117
201610,5926,Client_505,Tech,Consulting,Consultant_11,12,600,7200,2026-03-10T00:00:00Z,2026-05-11T00:00:00Z,Unpaid,Durban,600,62
201611,7328,Client_362,Healthcare,Consulting,Consultant_24,9,450,4050,2026-02-06T00:00:00Z,2026-04-07T00:00:00Z,Paid,Johannesburg,450,60
201612,6037,Client_707,Manufacturing,Advisory,Consultant_9,16,350,5600,2026-03-15T00:00:00Z,2026-06-22T00:00:00Z,Unpaid,Durban,350,99
201613,6541,Client_316,Healthcare,Consulting,Consultant_15,6,450,2700,2026-01-27T00:00:00Z,2026-04-29T00:00:00Z,Paid,Pretoria,450,92
201614,7415,Client_28,Healthcare,Data Analysis,Consultant_12,6,450,2700,2026-02-10T00:00:00Z,2026-04-11T00:00:00Z,Paid,Pretoria,450,60
201615,6326,Client_91,Retail,Advisory,Consultant_18,8,600,4800,2026-01-19T00:00:00Z,2026-04-24T00:00:00Z,Paid,Cape Town,600,95
201616,8553,Client_556,Manufacturing,Bookkeeping,Consultant_1,6,450,2700,2026-01-06T00:00:00Z,2026-05-19T00:00:00Z,Paid,Cape Town,450,133
201617,7965,Client_513,Manufacturing,Data Analysis,Consultant_10,9,500,4500,2026-03-05T00:00:00Z,2026-04-06T00:00:00Z,Unpaid,Johannesburg,500,32
201618,8011,Client_591,Tech,Consulting,Consultant_22,20,450,9000,2026-03-28T00:00:00Z,2026-05-11T00:00:00Z,Paid,Cape Town,450,44
201619,7456,Client_226,Tech,Data Analysis,Consultant_26,18,500,9000,2026-03-15T00:00:00Z,2026-04-08T00:00:00Z,Unpaid,Pretoria,500,24
201620,5120,Client_14,Healthcare,Data Analysis,Consultant_1,10,350,3500,2026-01-04T00:00:00Z,2026-06-02T00:00:00Z,Paid,Johannesburg,350,149
201621,8478,Client_30,Retail,Advisory,Consultant_20,5,450,2250,2026-01-24T00:00:00Z,2026-04-05T00:00:00Z,Paid,Johannesburg,450,71
201622,5369,Client_180,Finance,Advisory,Consultant_27,12,450,5400,2026-03-26T00:00:00Z,2026-05-31T00:00:00Z,Unpaid,Durban,450,66
201623,6170,Client_65,Manufacturing,Advisory,Consultant_19,8,350,2800,2026-01-26T00:00:00Z,2026-04-22T00:00:00Z,Paid,Pretoria,350,86
201624,5496,Client_223,Healthcare,Consulting,Consultant_26,7,500,3500,2026-03-30T00:00:00Z,2026-05-14T00:00:00Z,Unpaid,Cape Town,500,45
201625,8578,Client_259,Manufacturing,Consulting,Consultant_3,13,600,7800,2026-01-13T00:00:00Z,2026-04-21T00:00:00Z,Paid,Pretoria,600,98
201626,7888,Client_300,Healthcare,Advisory,Consultant_6,6,500,3000,2026-02-06T00:00:00Z,2026-04-04T00:00:00Z,Unpaid,Johannesburg,500,57
201627,5760,Client_495,Manufacturing,Consulting,Consultant_23,20,500,10000,2026-02-09T00:00:00Z,2026-06-14T00:00:00Z,Paid,Johannesburg,500,125
201628,6104,Client_117,Finance,Consulting,Consultant_13,19,350,6650,2026-02-10T00:00:00Z,2026-04-21T00:00:00Z,Paid,Cape Town,350,70
201629,8443,Client_564,Tech,Bookkeeping,Consultant_3,13,600,7800,2026-03-30T00:00:00Z,2026-06-26T00:00:00Z,Paid,Cape Town,600,88
201630,5748,Client_583,Healthcare,Advisory,Consultant_12,6,600,3600,2026-02-12T00:00:00Z,2026-04-12T00:00:00Z,Unpaid,Cape Town,600,59
201631,6319,Client_655,Healthcare,Data Analysis,Consultant_19,10,600,6000,2026-02-11T00:00:00Z,2026-04-29T00:00:00Z,Paid,Pretoria,600,77
201632,7081,Client_117,Tech,Consulting,Consultant_2,20,600,12000,2026-01-27T00:00:00Z,2026-04-05T00:00:00Z,Paid,Cape Town,600,68
201633,6001,Client_88,Manufacturing,Advisory,Consultant_16,19,600,11400,2026-03-21T00:00:00Z,2026-06-02T00:00:00Z,Paid,Pretoria,600,73
201634,6064,Client_572,Retail,Data Analysis,Consultant_7,12,600,7200,2026-01-20T00:00:00Z,2026-04-14T00:00:00Z,Unpaid,Cape Town,600,84
201635,6642,Client_120,Tech,Advisory,Consultant_25,18,600,10800,2026-02-07T00:00:00Z,2026-04-18T00:00:00Z,Paid,Johannesburg,600,70
201636,6226,Client_421,Retail,Consulting,Consultant_27,6,450,2700,2026-01-15T00:00:00Z,2026-06-29T00:00:00Z,Unpaid,Durban,450,165
