TransactionID,Date,Account,Type,Category,Subcategory,Amount,VendorClient,Description,PaymentMethod,Department,City,Month
301551,2026-02-06T00:00:00Z,Business,Income,Consulting,Consulting Sub,17117,Entity_143,Consulting Transaction,Card,Sales,Johannesburg,2026-02
301552,2026-01-26T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-14286,Entity_972,Consulting Transaction,Eft,Admin,Pretoria,2026-01
301553,2026-03-14T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-15527,Entity_282,Utilities Transaction,Cash,Operations,Pretoria,2026-03
301554,2026-02-13T00:00:00Z,Card,Income,Consulting,Consulting Sub,16004,Entity_781,Consulting Transaction,Eft,Admin,Durban,2026-02
301555,2026-01-30T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-10655,Entity_169,Marketing Transaction,Eft,Admin,Cape Town,2026-01
301556,2026-03-29T00:00:00Z,Card,Income,Sales,Sales Sub,18532,Entity_781,Sales Transaction,Eft,Operations,Pretoria,2026-03
301557,2026-01-14T00:00:00Z,Business,Income,Consulting,Consulting Sub,1703,Entity_864,Consulting Transaction,Card,Operations,Pretoria,2026-01
301558,2026-01-08T00:00:00Z,Business,Income,Software,Software Sub,17508,Entity_15,Software Transaction,Cash,Operations,Durban,2026-01
301559,2026-02-13T00:00:00Z,Card,Income,Travel,Travel Sub,2336,Entity_490,Travel Transaction,Card,Admin,Pretoria,2026-02
301560,2026-02-08T00:00:00Z,Business,Expense,Travel,Travel Sub,-10667,Entity_650,Travel Transaction,Cash,Sales,Johannesburg,2026-02
301561,2026-01-10T00:00:00Z,Business,Expense,Sales,Sales Sub,-5629,Entity_795,Sales Transaction,Cash,Sales,Pretoria,2026-01
301562,2026-01-24T00:00:00Z,Business,Income,Sales,Sales Sub,11014,Entity_560,Sales Transaction,Eft,Sales,Cape Town,2026-01
301563,2026-03-11T00:00:00Z,Business,Expense,Software,Software Sub,-16880,Entity_586,Software Transaction,Cash,Operations,Johannesburg,2026-03
301564,2026-03-22T00:00:00Z,Card,Expense,Software,Software Sub,-17040,Entity_493,Software Transaction,Card,Admin,Durban,2026-03
301565,2026-02-09T00:00:00Z,Card,Expense,Travel,Travel Sub,-15436,Entity_817,Travel Transaction,Cash,Sales,Pretoria,2026-02
301566,2026-01-06T00:00:00Z,Business,Income,Rent,Rent Sub,1057,Entity_787,Rent Transaction,Card,Operations,Cape Town,2026-01
301567,2026-01-11T00:00:00Z,Business,Income,Consulting,Consulting Sub,8664,Entity_586,Consulting Transaction,Eft,Sales,Pretoria,2026-01
301568,2026-03-17T00:00:00Z,Business,Income,Software,Software Sub,10512,Entity_579,Software Transaction,Cash,Admin,Johannesburg,2026-03
301569,2026-03-21T00:00:00Z,Business,Expense,Software,Software Sub,-8604,Entity_58,Software Transaction,Card,Sales,Durban,2026-03
301570,2026-01-29T00:00:00Z,Business,Income,Sales,Sales Sub,16536,Entity_957,Sales Transaction,Cash,Admin,Pretoria,2026-01
301571,2026-01-20T00:00:00Z,Card,Income,Rent,Rent Sub,7540,Entity_829,Rent Transaction,Card,Admin,Pretoria,2026-01
301572,2026-02-08T00:00:00Z,Business,Expense,Travel,Travel Sub,-16028,Entity_92,Travel Transaction,Cash,Sales,Pretoria,2026-02
301573,2026-03-27T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-11046,Entity_433,Consulting Transaction,Eft,Admin,Johannesburg,2026-03
301574,2026-03-18T00:00:00Z,Business,Expense,Rent,Rent Sub,-17126,Entity_108,Rent Transaction,Eft,Sales,Johannesburg,2026-03
301575,2026-02-18T00:00:00Z,Card,Income,Rent,Rent Sub,6740,Entity_432,Rent Transaction,Eft,Operations,Cape Town,2026-02
301576,2026-02-13T00:00:00Z,Card,Expense,Rent,Rent Sub,-19675,Entity_634,Rent Transaction,Card,Sales,Cape Town,2026-02
301577,2026-03-04T00:00:00Z,Card,Income,Utilities,Utilities Sub,15963,Entity_152,Utilities Transaction,Card,Admin,Durban,2026-03
301578,2026-03-24T00:00:00Z,Business,Expense,Travel,Travel Sub,-12502,Entity_48,Travel Transaction,Card,Sales,Pretoria,2026-03
301579,2026-02-26T00:00:00Z,Card,Expense,Software,Software Sub,-14068,Entity_81,Software Transaction,Cash,Admin,Pretoria,2026-02
301580,2026-02-02T00:00:00Z,Card,Expense,Software,Software Sub,-9337,Entity_253,Software Transaction,Eft,Admin,Durban,2026-02
301581,2026-02-26T00:00:00Z,Card,Income,Marketing,Marketing Sub,12871,Entity_863,Marketing Transaction,Eft,Admin,Durban,2026-02
301582,2026-03-05T00:00:00Z,Card,Income,Software,Software Sub,6171,Entity_242,Software Transaction,Cash,Admin,Cape Town,2026-03
301583,2026-02-13T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-17796,Entity_398,Utilities Transaction,Card,Sales,Cape Town,2026-02
301584,2026-01-09T00:00:00Z,Business,Income,Travel,Travel Sub,9834,Entity_788,Travel Transaction,Card,Sales,Cape Town,2026-01
301585,2026-03-01T00:00:00Z,Card,Expense,Travel,Travel Sub,-7310,Entity_468,Travel Transaction,Card,Admin,Cape Town,2026-03
301586,2026-01-13T00:00:00Z,Business,Income,Rent,Rent Sub,13447,Entity_826,Rent Transaction,Card,Sales,Cape Town,2026-01
301587,2026-02-25T00:00:00Z,Card,Income,Rent,Rent Sub,5439,Entity_19,Rent Transaction,Card,Sales,Pretoria,2026-02
301588,2026-02-11T00:00:00Z,Card,Expense,Rent,Rent Sub,-9855,Entity_853,Rent Transaction,Eft,Admin,Cape Town,2026-02
301589,2026-01-02T00:00:00Z,Business,Income,Utilities,Utilities Sub,9301,Entity_150,Utilities Transaction,Card,Sales,Cape Town,2026-01
301590,2026-03-19T00:00:00Z,Business,Income,Software,Software Sub,12002,Entity_370,Software Transaction,Card,Operations,Pretoria,2026-03
301591,2026-03-29T00:00:00Z,Business,Income,Sales,Sales Sub,7288,Entity_67,Sales Transaction,Eft,Operations,Cape Town,2026-03
301592,2026-03-18T00:00:00Z,Card,Expense,Software,Software Sub,-17999,Entity_785,Software Transaction,Eft,Operations,Cape Town,2026-03
301593,2026-01-06T00:00:00Z,Business,Expense,Software,Software Sub,-18198,Entity_506,Software Transaction,Eft,Operations,Cape Town,2026-01
301594,2026-03-20T00:00:00Z,Business,Income,Travel,Travel Sub,4027,Entity_870,Travel Transaction,Card,Admin,Johannesburg,2026-03
301595,2026-02-02T00:00:00Z,Business,Income,Consulting,Consulting Sub,11990,Entity_747,Consulting Transaction,Card,Operations,Durban,2026-02
301596,2026-01-30T00:00:00Z,Card,Income,Consulting,Consulting Sub,2542,Entity_106,Consulting Transaction,Eft,Sales,Pretoria,2026-01
301597,2026-02-15T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-9410,Entity_761,Utilities Transaction,Eft,Admin,Durban,2026-02
301598,2026-02-11T00:00:00Z,Business,Expense,Software,Software Sub,-10197,Entity_827,Software Transaction,Card,Operations,Cape Town,2026-02
301599,2026-02-23T00:00:00Z,Card,Income,Consulting,Consulting Sub,9571,Entity_145,Consulting Transaction,Cash,Admin,Cape Town,2026-02
301600,2026-01-26T00:00:00Z,Card,Expense,Rent,Rent Sub,-16845,Entity_787,Rent Transaction,Eft,Admin,Cape Town,2026-01
301601,2026-01-30T00:00:00Z,Card,Income,Software,Software Sub,9617,Entity_984,Software Transaction,Eft,Sales,Durban,2026-01
301602,2026-02-04T00:00:00Z,Card,Expense,Travel,Travel Sub,-18567,Entity_679,Travel Transaction,Card,Operations,Durban,2026-02
301603,2026-01-26T00:00:00Z,Card,Expense,Software,Software Sub,-14273,Entity_505,Software Transaction,Card,Operations,Cape Town,2026-01
301604,2026-01-03T00:00:00Z,Business,Income,Rent,Rent Sub,15160,Entity_907,Rent Transaction,Cash,Admin,Cape Town,2026-01
301605,2026-01-25T00:00:00Z,Business,Income,Consulting,Consulting Sub,3062,Entity_933,Consulting Transaction,Eft,Admin,Pretoria,2026-01
301606,2026-02-17T00:00:00Z,Card,Income,Marketing,Marketing Sub,16319,Entity_127,Marketing Transaction,Eft,Sales,Cape Town,2026-02
301607,2026-01-22T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-11533,Entity_209,Utilities Transaction,Card,Sales,Cape Town,2026-01
301608,2026-01-08T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-17645,Entity_9,Marketing Transaction,Card,Admin,Johannesburg,2026-01
301609,2026-03-13T00:00:00Z,Card,Expense,Rent,Rent Sub,-15111,Entity_709,Rent Transaction,Card,Operations,Cape Town,2026-03
301610,2026-01-17T00:00:00Z,Business,Income,Travel,Travel Sub,10507,Entity_525,Travel Transaction,Eft,Admin,Cape Town,2026-01
301611,2026-02-25T00:00:00Z,Card,Income,Rent,Rent Sub,2615,Entity_227,Rent Transaction,Card,Admin,Cape Town,2026-02
301612,2026-03-13T00:00:00Z,Card,Income,Utilities,Utilities Sub,3260,Entity_343,Utilities Transaction,Cash,Operations,Pretoria,2026-03
301613,2026-03-23T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-335,Entity_470,Utilities Transaction,Card,Sales,Johannesburg,2026-03
301614,2026-01-15T00:00:00Z,Business,Income,Consulting,Consulting Sub,11387,Entity_93,Consulting Transaction,Card,Operations,Pretoria,2026-01
301615,2026-03-11T00:00:00Z,Card,Income,Software,Software Sub,7181,Entity_312,Software Transaction,Cash,Admin,Johannesburg,2026-03
301616,2026-01-28T00:00:00Z,Business,Expense,Rent,Rent Sub,-4970,Entity_304,Rent Transaction,Eft,Admin,Johannesburg,2026-01
301617,2026-02-18T00:00:00Z,Card,Expense,Travel,Travel Sub,-3605,Entity_361,Travel Transaction,Eft,Sales,Pretoria,2026-02
301618,2026-01-15T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-12786,Entity_805,Utilities Transaction,Card,Sales,Durban,2026-01
301619,2026-01-01T00:00:00Z,Business,Income,Consulting,Consulting Sub,2720,Entity_727,Consulting Transaction,Eft,Operations,Durban,2026-01
301620,2026-03-10T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-5475,Entity_221,Utilities Transaction,Eft,Admin,Cape Town,2026-03
301621,2026-03-07T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-16828,Entity_737,Consulting Transaction,Card,Admin,Cape Town,2026-03
301622,2026-02-05T00:00:00Z,Business,Income,Software,Software Sub,4185,Entity_459,Software Transaction,Card,Admin,Durban,2026-02
301623,2026-01-25T00:00:00Z,Business,Income,Consulting,Consulting Sub,6087,Entity_656,Consulting Transaction,Card,Admin,Cape Town,2026-01
301624,2026-01-09T00:00:00Z,Business,Income,Software,Software Sub,3398,Entity_243,Software Transaction,Card,Admin,Cape Town,2026-01
301625,2026-02-19T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-9360,Entity_719,Consulting Transaction,Eft,Sales,Johannesburg,2026-02
301626,2026-02-09T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-7489,Entity_360,Consulting Transaction,Eft,Operations,Johannesburg,2026-02
301627,2026-01-18T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-13497,Entity_234,Utilities Transaction,Cash,Sales,Cape Town,2026-01
301628,2026-02-13T00:00:00Z,Card,Income,Rent,Rent Sub,11346,Entity_79,Rent Transaction,Card,Admin,Cape Town,2026-02
301629,2026-01-18T00:00:00Z,Business,Income,Travel,Travel Sub,3465,Entity_738,Travel Transaction,Eft,Operations,Cape Town,2026-01
301630,2026-03-18T00:00:00Z,Business,Income,Software,Software Sub,12562,Entity_26,Software Transaction,Eft,Sales,Johannesburg,2026-03
301631,2026-02-05T00:00:00Z,Card,Expense,Travel,Travel Sub,-5451,Entity_426,Travel Transaction,Eft,Operations,Cape Town,2026-02
301632,2026-02-27T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-2853,Entity_214,Marketing Transaction,Card,Operations,Johannesburg,2026-02
301633,2026-03-14T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-11516,Entity_11,Consulting Transaction,Eft,Sales,Cape Town,2026-03
301634,2026-03-17T00:00:00Z,Card,Expense,Software,Software Sub,-4837,Entity_304,Software Transaction,Eft,Operations,Cape Town,2026-03
301635,2026-03-09T00:00:00Z,Card,Expense,Software,Software Sub,-19492,Entity_370,Software Transaction,Eft,Admin,Pretoria,2026-03
301636,2026-03-04T00:00:00Z,Business,Income,Software,Software Sub,2625,Entity_443,Software Transaction,Card,Operations,Cape Town,2026-03
301637,2026-03-27T00:00:00Z,Card,Income,Marketing,Marketing Sub,14361,Entity_779,Marketing Transaction,Eft,Admin,Durban,2026-03
301638,2026-01-11T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-4272,Entity_238,Marketing Transaction,Eft,Operations,Pretoria,2026-01
301639,2026-03-03T00:00:00Z,Card,Income,Sales,Sales Sub,1807,Entity_182,Sales Transaction,Cash,Sales,Pretoria,2026-03
301640,2026-02-14T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-17447,Entity_991,Consulting Transaction,Eft,Sales,Cape Town,2026-02
301641,2026-03-10T00:00:00Z,Business,Income,Marketing,Marketing Sub,9982,Entity_385,Marketing Transaction,Card,Sales,Johannesburg,2026-03
301642,2026-03-02T00:00:00Z,Business,Income,Sales,Sales Sub,15233,Entity_897,Sales Transaction,Card,Admin,Durban,2026-03
301643,2026-01-11T00:00:00Z,Card,Income,Software,Software Sub,1747,Entity_431,Software Transaction,Cash,Sales,Durban,2026-01
301644,2026-02-18T00:00:00Z,Card,Income,Travel,Travel Sub,3825,Entity_420,Travel Transaction,Card,Operations,Cape Town,2026-02
301645,2026-01-26T00:00:00Z,Business,Income,Marketing,Marketing Sub,12216,Entity_505,Marketing Transaction,Card,Sales,Cape Town,2026-01
301646,2026-01-28T00:00:00Z,Card,Income,Rent,Rent Sub,13836,Entity_39,Rent Transaction,Cash,Sales,Pretoria,2026-01
301647,2026-03-08T00:00:00Z,Card,Expense,Software,Software Sub,-10372,Entity_483,Software Transaction,Eft,Operations,Durban,2026-03
301648,2026-03-31T00:00:00Z,Card,Income,Travel,Travel Sub,2434,Entity_989,Travel Transaction,Card,Operations,Durban,2026-03
301649,2026-03-20T00:00:00Z,Business,Expense,Travel,Travel Sub,-1758,Entity_132,Travel Transaction,Card,Admin,Cape Town,2026-03
301650,2026-03-03T00:00:00Z,Card,Expense,Rent,Rent Sub,-5105,Entity_612,Rent Transaction,Card,Admin,Johannesburg,2026-03
301651,2026-02-21T00:00:00Z,Business,Income,Travel,Travel Sub,2363,Entity_549,Travel Transaction,Card,Admin,Pretoria,2026-02
301652,2026-01-28T00:00:00Z,Card,Income,Sales,Sales Sub,9943,Entity_887,Sales Transaction,Eft,Admin,Cape Town,2026-01
301653,2026-02-10T00:00:00Z,Business,Income,Software,Software Sub,11869,Entity_451,Software Transaction,Cash,Sales,Cape Town,2026-02
301654,2026-01-11T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-19908,Entity_28,Marketing Transaction,Eft,Sales,Durban,2026-01
301655,2026-01-19T00:00:00Z,Card,Expense,Software,Software Sub,-16767,Entity_632,Software Transaction,Eft,Operations,Durban,2026-01
301656,2026-02-26T00:00:00Z,Business,Income,Marketing,Marketing Sub,13883,Entity_671,Marketing Transaction,Card,Admin,Durban,2026-02
301657,2026-02-06T00:00:00Z,Card,Income,Marketing,Marketing Sub,17435,Entity_833,Marketing Transaction,Card,Admin,Pretoria,2026-02
301658,2026-02-12T00:00:00Z,Business,Expense,Travel,Travel Sub,-4269,Entity_185,Travel Transaction,Eft,Sales,Pretoria,2026-02
301659,2026-02-26T00:00:00Z,Card,Income,Marketing,Marketing Sub,7441,Entity_935,Marketing Transaction,Card,Operations,Johannesburg,2026-02
301660,2026-01-23T00:00:00Z,Business,Expense,Rent,Rent Sub,-19754,Entity_305,Rent Transaction,Eft,Admin,Pretoria,2026-01
301661,2026-03-31T00:00:00Z,Business,Expense,Travel,Travel Sub,-4887,Entity_622,Travel Transaction,Card,Operations,Johannesburg,2026-03
301662,2026-02-03T00:00:00Z,Card,Income,Sales,Sales Sub,19492,Entity_905,Sales Transaction,Cash,Sales,Durban,2026-02
301663,2026-02-28T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-3185,Entity_725,Consulting Transaction,Cash,Sales,Cape Town,2026-02
301664,2026-01-26T00:00:00Z,Business,Expense,Travel,Travel Sub,-16852,Entity_474,Travel Transaction,Card,Admin,Johannesburg,2026-01
301665,2026-01-29T00:00:00Z,Card,Income,Utilities,Utilities Sub,3767,Entity_930,Utilities Transaction,Cash,Operations,Cape Town,2026-01
301666,2026-02-03T00:00:00Z,Business,Expense,Travel,Travel Sub,-9325,Entity_932,Travel Transaction,Eft,Operations,Johannesburg,2026-02
301667,2026-03-29T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-12348,Entity_322,Marketing Transaction,Cash,Operations,Pretoria,2026-03
301668,2026-03-09T00:00:00Z,Card,Expense,Travel,Travel Sub,-5898,Entity_708,Travel Transaction,Cash,Admin,Cape Town,2026-03
301669,2026-02-08T00:00:00Z,Card,Expense,Software,Software Sub,-16638,Entity_385,Software Transaction,Cash,Admin,Cape Town,2026-02
301670,2026-02-28T00:00:00Z,Card,Income,Marketing,Marketing Sub,4898,Entity_339,Marketing Transaction,Cash,Admin,Durban,2026-02
301671,2026-01-20T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-8872,Entity_896,Marketing Transaction,Cash,Admin,Pretoria,2026-01
301672,2026-03-29T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-2245,Entity_235,Marketing Transaction,Eft,Sales,Cape Town,2026-03
301673,2026-01-04T00:00:00Z,Business,Income,Rent,Rent Sub,6884,Entity_529,Rent Transaction,Eft,Sales,Johannesburg,2026-01
301674,2026-03-05T00:00:00Z,Business,Income,Consulting,Consulting Sub,15973,Entity_35,Consulting Transaction,Eft,Admin,Cape Town,2026-03
301675,2026-01-24T00:00:00Z,Card,Expense,Rent,Rent Sub,-695,Entity_598,Rent Transaction,Card,Operations,Cape Town,2026-01
301676,2026-02-13T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-17212,Entity_955,Utilities Transaction,Card,Sales,Johannesburg,2026-02
301677,2026-03-20T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-11278,Entity_663,Utilities Transaction,Eft,Admin,Durban,2026-03
301678,2026-03-28T00:00:00Z,Business,Income,Utilities,Utilities Sub,13959,Entity_967,Utilities Transaction,Cash,Sales,Johannesburg,2026-03
301679,2026-01-12T00:00:00Z,Business,Income,Software,Software Sub,18879,Entity_890,Software Transaction,Card,Admin,Durban,2026-01
301680,2026-01-30T00:00:00Z,Card,Income,Marketing,Marketing Sub,11998,Entity_464,Marketing Transaction,Eft,Admin,Pretoria,2026-01
301681,2026-03-03T00:00:00Z,Card,Income,Software,Software Sub,4390,Entity_475,Software Transaction,Eft,Admin,Pretoria,2026-03
301682,2026-02-27T00:00:00Z,Business,Income,Consulting,Consulting Sub,869,Entity_42,Consulting Transaction,Card,Operations,Cape Town,2026-02
301683,2026-03-07T00:00:00Z,Card,Income,Consulting,Consulting Sub,3004,Entity_948,Consulting Transaction,Cash,Operations,Cape Town,2026-03
301684,2026-01-26T00:00:00Z,Business,Expense,Software,Software Sub,-9074,Entity_760,Software Transaction,Cash,Admin,Cape Town,2026-01
301685,2026-02-07T00:00:00Z,Card,Income,Marketing,Marketing Sub,15362,Entity_437,Marketing Transaction,Card,Admin,Durban,2026-02
301686,2026-03-04T00:00:00Z,Card,Income,Marketing,Marketing Sub,5874,Entity_856,Marketing Transaction,Eft,Admin,Pretoria,2026-03
301687,2026-03-16T00:00:00Z,Card,Expense,Software,Software Sub,-3217,Entity_800,Software Transaction,Eft,Sales,Cape Town,2026-03
301688,2026-03-23T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-17168,Entity_139,Consulting Transaction,Eft,Operations,Johannesburg,2026-03
301689,2026-03-22T00:00:00Z,Card,Income,Marketing,Marketing Sub,5155,Entity_836,Marketing Transaction,Eft,Admin,Cape Town,2026-03
301690,2026-02-28T00:00:00Z,Card,Income,Utilities,Utilities Sub,14924,Entity_520,Utilities Transaction,Card,Admin,Cape Town,2026-02
301691,2026-03-12T00:00:00Z,Business,Income,Software,Software Sub,19428,Entity_61,Software Transaction,Card,Admin,Pretoria,2026-03
301692,2026-02-24T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-3917,Entity_606,Consulting Transaction,Eft,Operations,Johannesburg,2026-02
301693,2026-01-11T00:00:00Z,Business,Income,Consulting,Consulting Sub,2450,Entity_413,Consulting Transaction,Eft,Admin,Cape Town,2026-01
301694,2026-03-25T00:00:00Z,Business,Expense,Travel,Travel Sub,-4169,Entity_973,Travel Transaction,Eft,Operations,Cape Town,2026-03
301695,2026-02-11T00:00:00Z,Business,Expense,Rent,Rent Sub,-15781,Entity_58,Rent Transaction,Eft,Sales,Johannesburg,2026-02
301696,2026-01-23T00:00:00Z,Business,Expense,Sales,Sales Sub,-13309,Entity_636,Sales Transaction,Cash,Operations,Cape Town,2026-01
301697,2026-02-02T00:00:00Z,Business,Income,Sales,Sales Sub,8489,Entity_928,Sales Transaction,Cash,Sales,Cape Town,2026-02
301698,2026-01-16T00:00:00Z,Business,Income,Travel,Travel Sub,1956,Entity_420,Travel Transaction,Eft,Admin,Durban,2026-01
301699,2026-01-31T00:00:00Z,Business,Income,Travel,Travel Sub,6010,Entity_761,Travel Transaction,Card,Admin,Cape Town,2026-01
301700,2026-02-21T00:00:00Z,Business,Income,Sales,Sales Sub,5367,Entity_970,Sales Transaction,Card,Sales,Cape Town,2026-02
301701,2026-03-14T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-13457,Entity_414,Utilities Transaction,Card,Operations,Cape Town,2026-03
301702,2026-03-15T00:00:00Z,Card,Expense,Rent,Rent Sub,-13706,Entity_214,Rent Transaction,Eft,Sales,Pretoria,2026-03
301703,2026-02-27T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-8738,Entity_609,Consulting Transaction,Eft,Sales,Durban,2026-02
301704,2026-02-24T00:00:00Z,Card,Income,Consulting,Consulting Sub,13308,Entity_506,Consulting Transaction,Card,Operations,Pretoria,2026-02
301705,2026-01-27T00:00:00Z,Card,Expense,Travel,Travel Sub,-7117,Entity_767,Travel Transaction,Eft,Admin,Pretoria,2026-01
301706,2026-03-07T00:00:00Z,Business,Income,Utilities,Utilities Sub,5908,Entity_679,Utilities Transaction,Eft,Operations,Johannesburg,2026-03
301707,2026-01-09T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-3939,Entity_7,Utilities Transaction,Cash,Sales,Cape Town,2026-01
301708,2026-01-20T00:00:00Z,Card,Income,Sales,Sales Sub,18633,Entity_731,Sales Transaction,Card,Admin,Johannesburg,2026-01
301709,2026-03-31T00:00:00Z,Card,Income,Utilities,Utilities Sub,6917,Entity_323,Utilities Transaction,Eft,Sales,Durban,2026-03
301710,2026-02-26T00:00:00Z,Business,Income,Travel,Travel Sub,931,Entity_501,Travel Transaction,Card,Admin,Cape Town,2026-02
301711,2026-01-29T00:00:00Z,Business,Income,Marketing,Marketing Sub,17896,Entity_755,Marketing Transaction,Eft,Sales,Cape Town,2026-01
301712,2026-02-02T00:00:00Z,Business,Expense,Sales,Sales Sub,-1874,Entity_668,Sales Transaction,Eft,Sales,Cape Town,2026-02
301713,2026-01-22T00:00:00Z,Card,Income,Rent,Rent Sub,3868,Entity_418,Rent Transaction,Eft,Admin,Pretoria,2026-01
301714,2026-03-20T00:00:00Z,Card,Expense,Software,Software Sub,-15662,Entity_236,Software Transaction,Eft,Admin,Cape Town,2026-03
301715,2026-03-04T00:00:00Z,Card,Income,Software,Software Sub,14350,Entity_164,Software Transaction,Cash,Operations,Pretoria,2026-03
301716,2026-03-22T00:00:00Z,Business,Expense,Rent,Rent Sub,-5203,Entity_599,Rent Transaction,Card,Operations,Durban,2026-03
301717,2026-02-21T00:00:00Z,Card,Income,Utilities,Utilities Sub,16038,Entity_300,Utilities Transaction,Eft,Sales,Durban,2026-02
301718,2026-03-20T00:00:00Z,Card,Income,Rent,Rent Sub,9324,Entity_91,Rent Transaction,Cash,Sales,Cape Town,2026-03
301719,2026-01-25T00:00:00Z,Card,Income,Travel,Travel Sub,19833,Entity_105,Travel Transaction,Eft,Sales,Cape Town,2026-01
301720,2026-02-27T00:00:00Z,Card,Expense,Rent,Rent Sub,-18420,Entity_311,Rent Transaction,Card,Sales,Cape Town,2026-02
301721,2026-03-09T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-13825,Entity_367,Consulting Transaction,Eft,Sales,Johannesburg,2026-03
301722,2026-02-02T00:00:00Z,Business,Income,Utilities,Utilities Sub,14021,Entity_171,Utilities Transaction,Eft,Admin,Pretoria,2026-02
301723,2026-03-12T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-1889,Entity_860,Consulting Transaction,Eft,Admin,Pretoria,2026-03
301724,2026-01-01T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-1064,Entity_662,Consulting Transaction,Eft,Operations,Cape Town,2026-01
301725,2026-01-11T00:00:00Z,Card,Income,Marketing,Marketing Sub,7686,Entity_656,Marketing Transaction,Eft,Sales,Cape Town,2026-01
301726,2026-03-11T00:00:00Z,Business,Income,Travel,Travel Sub,6111,Entity_408,Travel Transaction,Cash,Operations,Pretoria,2026-03
301727,2026-01-10T00:00:00Z,Card,Income,Software,Software Sub,16801,Entity_546,Software Transaction,Card,Sales,Cape Town,2026-01
301728,2026-01-02T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-17747,Entity_638,Marketing Transaction,Eft,Admin,Johannesburg,2026-01
301729,2026-01-21T00:00:00Z,Business,Income,Consulting,Consulting Sub,10324,Entity_144,Consulting Transaction,Eft,Admin,Cape Town,2026-01
301730,2026-03-20T00:00:00Z,Business,Expense,Travel,Travel Sub,-10145,Entity_563,Travel Transaction,Card,Sales,Cape Town,2026-03
301731,2026-01-03T00:00:00Z,Business,Income,Software,Software Sub,6968,Entity_512,Software Transaction,Eft,Operations,Durban,2026-01
301732,2026-03-31T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-13766,Entity_561,Consulting Transaction,Eft,Operations,Durban,2026-03
301733,2026-01-03T00:00:00Z,Card,Expense,Travel,Travel Sub,-7781,Entity_123,Travel Transaction,Eft,Operations,Pretoria,2026-01
301734,2026-01-18T00:00:00Z,Card,Income,Travel,Travel Sub,9236,Entity_71,Travel Transaction,Eft,Admin,Johannesburg,2026-01
301735,2026-02-23T00:00:00Z,Business,Income,Travel,Travel Sub,7646,Entity_212,Travel Transaction,Eft,Sales,Pretoria,2026-02
301736,2026-03-12T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-8827,Entity_17,Consulting Transaction,Eft,Sales,Cape Town,2026-03
301737,2026-02-23T00:00:00Z,Business,Expense,Travel,Travel Sub,-3809,Entity_996,Travel Transaction,Eft,Admin,Durban,2026-02
301738,2026-02-12T00:00:00Z,Business,Income,Sales,Sales Sub,347,Entity_711,Sales Transaction,Card,Sales,Cape Town,2026-02
301739,2026-02-19T00:00:00Z,Business,Income,Travel,Travel Sub,13839,Entity_542,Travel Transaction,Eft,Sales,Pretoria,2026-02
301740,2026-01-25T00:00:00Z,Card,Expense,Travel,Travel Sub,-5789,Entity_831,Travel Transaction,Eft,Admin,Cape Town,2026-01
301741,2026-03-10T00:00:00Z,Business,Expense,Rent,Rent Sub,-7364,Entity_207,Rent Transaction,Eft,Admin,Durban,2026-03
301742,2026-03-19T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-11018,Entity_460,Utilities Transaction,Card,Operations,Cape Town,2026-03
301743,2026-02-07T00:00:00Z,Business,Income,Software,Software Sub,5899,Entity_162,Software Transaction,Card,Admin,Cape Town,2026-02
